review_id,game,aspect,review_text,llm_zeroshot,llm_fewshot,human_label_B
1.0915E+15,Cyberpunk 2077,story,"This game just blows my mind. Even after 6 six years its release the game looks fresh and made with love. Exciting lore, elaborated characters, memorable dialogues, stylish and interesting level design, and decent optimization. The only problems are bugs and graphics artifacts, but against the backdrop of all the spectacularity of this game I don't think that is a big problem. I don't regret about single second spent on this game PLAY SICK SOLO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½. ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 6 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½. ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý ýýýýýýýý ýý ýýýý ýýýýýýýýýýýý ýýýý ýýýýýýýýýý ýýýý ýýýýýýýýýýýýýýýýýý. ýýýý ýýýýýýýýýý ýýýý ýý ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý ýý ýýýýýýýý ýýýýýýýý.","['graphics', 'story']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,story,"Good stuff, like Witcher 3 but in a futuristic 2077 setting. Although Witcher 3 carries its magic. Same strong storytelling, memorable characters, and side quests that often feel more important than the main plot. Instead of kingdom and monsters, you get megacorporations and streets glowing in neon and stunning effects. Both are epic. Reccommend +18","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,story,"Absolute masterpiece of CPDR! One of the best game I have ever played. All the characters are memorable, the story is freaking amazing and NC is the best game map to be ever created. Everything feels alive and real. You can also see the lines between Bladerunner and this all the way through so it comes with a decent heritage. yeah it can be a bit repetitive at times but I'm just enjoying it and with all the mods out there that makes the game more fun and challenging, makes me even want to play more.","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,story,"Cyberpunk 2077 is easily one of the best game i've ever played, the story the characters is really well written. The world of Night City feels so alive everywhere i go, almost every side activities you can do in the game can hook you into it for hours. And the dlc, is probably one of the best out there that i've played, right there with The Witcher 3 Blood and Wine, memorable story and emotional ending. 10/10","['story', 'price']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,story,"I thoroughly enjoyed the story and characters, both in the base game and its DLC. The experience often feels like an interactive movie, driven by strong writing and memorable performances. The characters are well-written, each with a distinct personality and clear motivations, turning even simple dialogue into engaging moments. That said, I expected more from CD Projekt Red when it comes to the gameplay mechanics and skill tree. While functional, these systems donï¿½ï¿½ï¿½t introduce many standout ideas for a game released in 2020 and feel somewhat conventional compared to the strength of the narrative elements. In terms of content, however, the game offers a substantial amount to explore. Customization options are solid, and the world itself is visually impressive, especially on high-end PCs where the presentation truly shines. For players looking to immerse themselves in a rich cyberpunk setting with a compelling story, this is still an experience well worth t","['story', 'graphics', 'controls']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,story,"Iï¿½ï¿½ï¿½ve spent around 160 hours in Cyberpunk 2077, which is a lot for me when it comes to single-player games and honestly, I donï¿½ï¿½ï¿½t regret a single minute of it. The game has come a long way and turned into a really great experience. The world feels alive, the story is engaging, and the characters are memorable. Night City is the kind of place that just pulls you in and makes you want to keep exploring. I truly enjoyed my journey with this game, and I hope Iï¿½ï¿½ï¿½ll come back to it again someday. Definit",['story'],['story'],
1.0915E+15,Cyberpunk 2077,story,"Cyberpunk 2077 is now the game it was always meant to beï¿½ï¿½ï¿½a visually stunning, story-driven RPG with a rich world and memorable characters. What stands out immediately is Night City. Itï¿½ï¿½ï¿½s one of the most detailed and immersive open worlds ever createdï¿½ï¿½ï¿½alive with neon lights, dense crowds, and a gritty atmosphere that truly sells the cyberpunk fantasy. Every district feels distinct, and just walking or driving around can be an experience on its own. The story and characters are where the game really shines. Vï¿½ï¿½ï¿½s journey is emotional and engaging, with strong writing and standout performancesï¿½ï¿½ï¿½especially from Keanu Reeves as Johnny Silverhand. The choices you make feel meaningful, and the narrative sticks with you long after you finish. If you skipped it at launch, now is absolutely th","['graphics', 'story']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,story,"The best game i've played. without a single doubt. the narrative of the game, the stories, the music on top of it, masterpiece. the DLC even make it better. it's a must to play the DLC as well. it's the game that make me want to play it over again to find the altenatives story, to find the diffrent dialouge, scene, and mission. it's peak. 10/10","['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,story,"90% Of the glitches are from vehichles, although it does ruin the imersion i think there funny and make for some good clips and are jsut part of the fun lol",['graphics'],['graphics'],
1.0915E+15,Cyberpunk 2077,story,"I discuss the story. The story is very weak. You're motivated by 'becoming a legend' and then by just surviving. And what are you trying to survive? A completely contrived situation. The entire story was built around one dumb decision that no rational person would make (putting the chip in their own head). Johnny does nothing and is just a hitchhiker the whole game. The dialogue options are so limited, you have very little freedom with regard to narrative story decisions. And that's a big deal too because this game makes you spend so much time on the story. Many hours of dialogue options that mostly lead to the same outcomes anyway and cutscenes and walking with super slow NPCs or being a passenger in their car. I do actually have fun with the gameplay when the game lets me play. But everything to do with this story, V's motivations or personality and my inability to make any real decisions in the story made me so bored. I finished the main storyline and wasn't a fan of any part of it. It also annoys me that you can't fully turn off music in this game. I don't like the music and wanted it off but it kept playing from multiple sources throughout the whole game.","['story', 'controls']","['story', 'controls']",
1.0915E+15,Cyberpunk 2077,story,"I heavily debated refunding this game and I wish I had. I stuck it out because I hadn't even gotten into the full story and decided to push forward. It is still a glitchy mess. Bad rendering issues, glitches and bugs. AI sometimes doesn't make any sense, especially the driving AI. Overall its a mid to low rating for me.","['graphics', 'combat']","['story', 'graphics', 'combat']",
1.0915E+15,Cyberpunk 2077,story,"Ultimately, everything you do in the game does not matter. There is a conversation you have in the main story about not being able to choose your fate in Night City, as it chooses for you. To include, stealth and non-lethal weapons do not add value or impact the end goal. The side quests allow final dialogue that mostly reveal Vï¿½ï¿½ï¿½s poor communication skills by keeping everyone in the dark. In a dark city full of punks, Viktor Vektor truly was a god among them and deserved better. Viktor Vektor is actually one of the living legends of Night City. Viktor Vektor is the only reason there was a story to tell. The story is not well-written. The story does not make the world feel alive; V does not have time to sit at a dinner or modify cars, which the game does not feature, regardless. Some bugs can soft-lock your character interactions, preventing progress. Vï¿½ï¿½ï¿½s dialogue options inaccurately or indirectly represent the word selections. None of these words, nor any other endings, were V. V wanted to bend only one ending is V.","['story', 'controls']",['story'],
1.0915E+15,Cyberpunk 2077,story,Such a beautiful game. An absolute gem to play with a vr headset. I can spend forever riding the bike around and taking in every single detail. The npcs are buggy and sometimes the cars especially are not so fun to drive cause the handling isn't ideal and npc's suck so in that sense its no GTA. A very fun and lore heavy experience. I hope they polish it to make it truly one of the best games of the decade. I had the pirated version but I bought this either way cause its so good.,"['graphics', 'controls', 'story']","['graphics', 'controls', 'story']",
1.0915E+15,Cyberpunk 2077,story,"Recommended I only really started playing seriously after the 2.0 update, and the game feels fantastic in its current state. The graphics are outstanding and Night City is one of the most impressive environments Iï¿½ï¿½ï¿½ve seen in an RPG. The progression system, combat mechanics, and overall build variety are excellent. You can approach fights in many different ways and experimenting with builds is genuinely fun. In that sense, itï¿½ï¿½ï¿½s easily one of the reference titles in the modern RPG scene. My only small criticism is that the game can be a bit heavy on dialogue at times. Some players will love that level of narrative depth, but personally I found a few sections a bit too talkative. Fortunately, most of it can be skipped if you prefer to keep the pace up. Overall, after 2.0, Cyberpunk 2077 is an outstanding RPG and absolutely wo","['graphics', 'combat', 'story']","['combat', 'story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,story,"After 515 hours, Night City is a permanent headspace. Itï¿½ï¿½ï¿½s the ritual of a 3:00 AM Sandevistan-fuelled slaughter followed by the sensory overload of **Afterlifeï¿½ï¿½ï¿½s** neon grime. Youï¿½ï¿½ï¿½ve mastered the lethal choreography of high-tier chrome, yet the real pull remains that atmospheric hostilityï¿½ï¿½ï¿½the way the strobe lights in **Totentanz** blur with the cityï¿½ï¿½ï¿½s indifference. Itï¿½ï¿½ï¿½s a masterful, terminal simulation where the high-octane violence and sleek, corporate cynicism collide. Even wi""live fast, die young"" nightlife and visceral combat make this digital dystopia an inescapable, post-human mood. Absolute peak immersion.","['combat', 'story']","['story', 'combat']",
1.0915E+15,Cyberpunk 2077,story,This game is confusing and doesn't make much sense. Not a great game. Not a good game. It's ... a game.,['story'],[],
1.0915E+15,Cyberpunk 2077,story,"hot garbage. do not recommend combat is ass. weapons feel like ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ story is boring af. 0 optimization city is a ghostwon nothing to do driving is ass, cars are a ractangle on wheels with 0 physics police does not exist level scaling is useless half the builds are bland and borin need to mod the ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","['combat', 'story', 'graphics', 'controls']","['combat', 'story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,graphics,"This game has the best graphics ive ever seen in my life path tracing is honestly insane it completely changes how everything looks especially if you add some graphics mods too .But the main thing isnt even the graphics its the story its actually amazing the characters feel real and are really well written and it pulls you in the whole time. The gameplay is also really addicting the combat feels great and theres so many different builds and playstyles you can try with all the perks so it never really gets boring, the side quests are also really good some of them feel just as important as the main story which surprised me a lot .The endings are cool too very interesting but i wish there was an actual good ending for V but i guess theres no good in Night City [spoiler] Goodnight Valerie [/spoiler]","['graphics', 'story', 'combat']","['graphics', 'story', 'combat']",
1.0915E+15,Cyberpunk 2077,graphics,"I was hyped for this game since 2009 when I saw the first trailer for this game. I remember it was such a beautiful trailer and I reflect now on how I used to think, ""yeah, it looks good now, but when they release it, the graphics and the game play are going to not be nearly what was reflected in the trailer. Years later, when it finally released, the graphics looked good, but just bugged out all the time. I can now gladly say that with all of the updates and patches from the developers, it is EXACTLY what I hoped it would be years after that first trailer release as well as one of my all time favorite GOATS.",['graphics'],['graphics'],
1.0915E+15,Cyberpunk 2077,graphics,"Probably one of the best games ever created. The story is, in my opinion, an 11/10. The graphics are great. The characters are so developed and there's just too much to say about this game for how good it is. There are bugs, yes. Every game has it's flaws. This game has seriously picked itself back up after the horrible launch it had. I only started playing because of the anime, and that's one of the greatest decisions of my life. Best purchase I've made. Perfect replay value. Changed my outlook on life.","['story', 'graphics', 'price']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,graphics,"Hands down best game ever. S tier storyline, preem graphics, and tons of action. Also love how many alternate beginning and endings there are. Worth the price for CP2077 and the DLC.","['story', 'graphics', 'price']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,graphics,Honestly simply my favorite game ever playing it on a good monitor really drives those graphics. I played the ps5 version when it came out and coming back to it almost 5 years later is almost like a whole new game played it twice and currently playing it a third time. If you want the ultimate visual experience this is the best game by far. The side characters are some of the best more deeply filled characters of any game I ever played and the city well the entire setting of the game feels like a character with deep emotions incredible game words cannot even describe how good this game is.,"['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,graphics,very good quality graphics and worth even the full price and the story being S tier and Keanu Reeves was the best actor to choose for the Silverhand but this is generally for those who like the gameplay of red dead redemption 2 but in the future but also mixed with choosing your own playstyle on how you fight and choose what to upgrade,"['graphics', 'story', 'price', 'combat', 'controls']","['graphics', 'price', 'story', 'combat']",
1.0915E+15,Cyberpunk 2077,graphics,"Absolutely Fantastic game, on par with how great GTA 5 was in its first 5 years. Insanely addictive, graphics are wild. LOVE IT and cant wait for the next one!",['graphics'],['graphics'],
1.0915E+15,Cyberpunk 2077,graphics,"7.8/10 The story is clichï¿½ï¿½ and short but the graphics and the world are very good. *Until I set up everything, three quarters of the game has pa","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"most of the game is locked behind linear story progression. story is okay, graphics are good, not too much freedom though. just watching a movie gives the same effect","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,try should it pretty is good it you game the ten tenths beautiful are ten tenths buggy really not graphics,['graphics'],['graphics'],
1.0915E+15,Cyberpunk 2077,graphics,"Cyberpunk 2077 is more than just a video game; it is a deep dive into a fascinating and complex world. Playing this game feels like stepping into a living, breathing city where every street has a history. Night City is built with incredible detail, and the game does an amazing job of showing how advanced technology changes everyday life. One of the best parts of the game is the rich lore and the detailed in-game technology. The game explores how the physical world connects with advanced digital systems, which makes the setting feel very grounded and realistic. Learning about how the cyberware works and mapping out the history of the different corporations is incredibly engaging. The game puts a lot of effort into explaining the technical side of its universe, making it a joy to explore for anyone who appreciates well-thought-out digital and physical networks.","['story', 'graphics']",['story'],
1.0915E+15,Cyberpunk 2077,graphics,"first person only view. would not recommend if you don't like first person view, especially as its not even realistic , if i look forward from my firs person view i still see some of my body in my peripheral vision this game just makes you feel like a head in less you look downwards , terrible",['graphics'],"['controls', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"Best game on mac right now, the graphics are unparalelled , just too good, and they really improved on the story line, another thing would be their first person combat, highly satisfying and realistic,","['graphics', 'story', 'combat']","['graphics', 'story', 'combat']",
1.0915E+15,Cyberpunk 2077,graphics,"Technical: 7/10 Still a handful of bugs, but the game does seem a lot more stable these days. Story: 10/10 The grit of this game and having to choose between true moral dilemas is one thing that makes this game GOLD. Aftermath of consequences, the toll a corporate-run world takes on the soul and psyche. For Jackie, for Evelyn, for So Mi. Visuals: 9/10 Takes a pretty good engine to not get any lag on even medium quality, my first game lagged pretty heavily once I got into Act 2 at times. But man, with the right hardware, the place is so realistic looking! Sound: 10/10 Hot damn what a jam. So many tracks on the radio made by talented artists. And the soundtrack is lit as well! Gameplay: 9/10 The shooting can feel a tad clunky at times, but once you hone in and get used to them, it's not bad. Stealth missions were exciting, especially the one from Phantom Liberty with one certain robot named after the guardian to hell...","['graphics', 'story', 'controls']","['combat', 'story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,graphics,"Played with mods, hours distorted. A bloody masterpiece, and a cautionary tale. CD Projekt Red obviously felt the pressure on this one. Probably the most anticipated game of the last decade, torched by the launch. And one of the if not the most incredible comeback story from any game (no man's sky comes to mind as well!). Every issue that plagued this game at launch has been resolved, and what's left is the initial vision of a gritty, realistic, immersive futuristic world that takes your breath away. Buy it. You won't regret a single second.","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"What an adventure ! Really recommend this game don't think people need reviews as the game speak for himself. It's so disturbing as it is so much realistic to what our world will look like like in the near future. Some missions are really what we experience today but with some cybernetics implants along the way. More than just a game some time feeled like a critic to the society don't know if it was meant to. The mechanics are really cool as you can choose which type of weapon you wanna play and max it out by the perks tree some specified builds looks really cool. For my self never shooted with a gun done the whole playthrough with 3 throwing knives so funny to feel like a ninja on cyber-steroids, with the cyber hacking thing the possibilities are infinite. When you are near the endgame you just feel pretty invincible with all the perks and Cyberware. Didn't liked the driving's mechanics feel pretty sluggish and robotic but there's a mod on nexus that fixed it really well. Talking about mods the game as strong community of moding that really change the experience in game such as better overhaul quality to, my favorite and without trying to spoil, a mod that let you change when Johnny appears and you can set it so he appears every time he can.","['combat', 'story', 'controls']","['story', 'combat', 'controls', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"First of all, made me cry several times. Second, I thought this game was gonna be trash after all the past reviews in early 2020s. Overall, Cyberpunk's a great game, I got a lot out of it and it really immersed me into the monster that is Night City. All the characters, everything, they're top tier. Cyberpunk 2077 in the early 2020s used to make every other game look like its worth the GOTY, but now, Cyberpunk 2077 makes every other game look like it was made by 5 year olds.",['story'],"['story', 'price']",
1.0915E+15,Cyberpunk 2077,graphics,"It's not hard to say that Cyberpunk is one of if not the best game I have played full stop, even after playing games such as Elden ring, Red Dead Redemption 2 and Detroit: Become Human. Unlike some games, after completing the story even if I enjoyed it there is a good chance I won't touch that game's story again, I am yet to find that with this game, the variety of ways you can play this game and all the different outcomes, just the amazing story that the game holds its self keeps bringing me back. Before touching this game it seemed unappealing to me because of the cyber feel which can be seen in Watch Dog: Legion (worst game ever made), but after playing cyberpunk it was so different to my expectations in the best way possible and is a somewhat realistic portray to what life would look like if we carry on the same root we are already heading with technology and because of this I think it makes this game so much more immersive. While playing I have experienced a whole rollercoaster of emotions, and for a game to be able to achieve such a thing is an instant tick in my book, the only other games I have found this in is both RDR2 and Detroit: Become Human. If you have played games such as Red Dead Redemption or Detroit: Become Human and enjoyed it, I couldn't recommend this game to you more.",['story'],['story'],
1.0915E+15,Cyberpunk 2077,graphics,Game keep surprising me over and over with revamps and updates to the gameplay. still needs some tweaking here and there but the game runs and look pretty.,"['graphics', 'controls']","['graphics', 'combat']",
1.0915E+15,Cyberpunk 2077,graphics,"Actually figured out why I love this game so much!! It has some amazing feels from classic spy/dystopian future games like Deus Ex: Human Revolution and Mankind Divided with the stealth/hacking vibes, and it does the hacking way better than Watch Dogs ever did (Ubisoft tried I guess). Also from movies like Demolition Man and Judge Dredd. Honestly if you were born in the 80s or early 90s and grew up in the 90s/00s you will find something to like about this game! I have around 100 hours in total (GOG+Steam) and I have just started the DLC! PS. I really don't need to say this, but the graphics are just incredible on my Zotac 5080!! Feel free to take a look at some of my screenshots I've taken. :D","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"What stood out to me most is the look and feel of the game. The graphics are seriously impressive, and the futuristic art style is done really well. The city feels dense and detailed, and just exploring it is enjoyable on its own. The story is also strong. It kept me engaged the whole way through, and the characters are written well enough that you actually care about what happens. My only real complaint is that the main story feels a bit short. I wouldï¿½ï¿½ï¿½ve liked it to go on longer, especially since everything else is so well put together. Overall, itï¿½ï¿½ï¿½s definitely worth playing if you like cyberpunk settings and story-d","['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,graphics,"Maybe the game's launch wasn't good, but everyone makes mistakes. I acknowledge their efforts. Beautiful and unique gameplay and art style",['graphics'],['graphics'],
1.0915E+15,Cyberpunk 2077,graphics,"If you like 3 or more of the following things in any game then get CP2077... - Fluid gameplay with plenty of options to perfectly suit your style of playing - RPG mechanics that are fun and rewarding - Great graphics and amazing Art-Direction - An immersive open world - An engaging storyline that isn't overdone just for the sake of content, but... - ...a good number of sidequests that are well written and NOT of the fetching kind - on top of that sidequests that may surprise you - believable characters and some really heartfelt moments - Great Art-Direction and Art-Design - the most amazing gunplay there is - replayability just because the gameplay is great - great cut-scenes - surprisingly fun vehicle-physics for a game of that kind - tense moments - colours I really dislike words like ""masterpiece"" or ""one-of-a-kind"" and you are to decide if CP2077 is one of those to you... But to me that game is a ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ masterpiece that sticks with you even after the credits rolled. And to add to this: This is the first game that made me write a review on steam. That's how much ","['combat', 'story', 'graphics', 'controls']","['combat', 'story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,graphics,"The best game that I have ever played in my whole life. I dont like playing story or rpg games usually but this is not a game...This is literally art. -Firstly game still has bugs (They are not effecting gameplay , minor bugs mostly). -Musics , conversations , translations , graphics , story , side missions , side missions quantity , diversity of improvement , the style that you can change , the map...You have to give this piece of art a chance. -As an extra , I am thinking that the reason why I like this game so much is being fall in love with kinda utopia like this.The future theme.It shows humankind's future if we gonna continue like this. -Also as an fps addict , you gonna have lot of fun from fighting , going sneak and neutralize your targets or completing your duties. -Speechless about environment already. -Everything doubled that I said so far in DLC. Thanks.","['story', 'graphics', 'combat']","['combat', 'story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,graphics,"i got the game during release. i played a bit but then i think i got sucked into a different game. i recently came back to this game and i really wish i had sooner. this game is amazing. im not normally a dialog person. in most games i skip through it as fast as i can, but i actually ENJOY the dialog in this game. the art style is amazing, with a lot of variety. the gameplay is so open it is wild. i had started just bruteforcing my way through things, then i evolved into a netrunning sneakysneak. either everyone dies without knowing what happened then gets stuffed into a box, or while they are stammering about i pop out and let my smart weapon go BRRRRRR into their head and its over.","['story', 'graphics', 'controls']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,graphics,The only game to change my outlook on life with the dlc somehow being better then the original which is already hard to do so somehow beating the already great story out of the water is honestly impressive 10/10 will cry again,"['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,graphics,"Cyberpunk 2077 is one of the most impressive open world RPGs I have ever played. The world is so in depth, and feels like a living city. The devils in the details, and the detail in character development and world building is astounding. The story is captivating, following V, the protag. I am only getting started but everyday i look forward to logging back in and playing cyberpunk.","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,The game play is great as is the video. The 'Boss' fights are challenging. It is necessary to choose the correct cyberware that suits your style of play or else you will struggle against strong adversaries. All in all an enjoyable experience.,"['combat', 'graphics']","['combat', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"this was the first Story Rich game I ever played, and it was quite impressive, but even after 6 years, it still has a lot of bugs despite the ""Just don't forget, the game is fixed"" sloganï¿½ï¿½ï¿½","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"Man insane work!what a gameee!!! Undoubtedly one of the most visually impressive open world.The city is so alive, characters are memorable.After all the updates,this game finally feels like the masterpiece it was meant to be!Crazy work by the devs..","['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,graphics,Kudos to the devs. I've only encountered one visual bug on PC in my playthrough. Story is engaging and the sights are aplenty.,"['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,graphics,"One of the best games I have ever played. Mods can make it even more immersive, combat more strategic, and even add extra quests, cars, clothes, cyberware, etc. There is no game on the market right now that matches how gorgeous this game is and how smooth the combat is (for the most part). You will still run into some visual glitches every now and then, but it is few and far between. This game goes on sale pretty often so I would wait for that to buy the game and its incredible DLC.","['combat', 'graphics', 'price']","['combat', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,graphics,"I played the game on release (on a release model PS4). Back then the game was nearly unplayable. They fixed it up a bit, but that hardware just couldn't handle it. Constant crashes, single-digit fps, insane pop-in, long load times--it was awful. I stuck with it and finished the game though. Now I'm back to try out the DLC on a pc that can handle it. I don't have any of the aforementioned problems, except for the occasional crash (2 at the time of this review). This review is mostly to share my PC specs and settings. 1440@60 (VSync set to 60) - I get a smooth 60fps without jitter Resolution Scaling: DLSS - Quality Texture Quality: High Frame Gen: OFF Ray Tracing: OFF Crowd Density: Medium DOF: OFF All other advanced settings to high or max numerical value","['graphics', 'controls']",['graphics'],
1.0915E+15,Cyberpunk 2077,graphics,"I havenï¿½ï¿½ï¿½t completed Cyberpunk 2077 yet, but my experience so far has been very positive, especially in terms of visual presentation. The graphics are outstanding. Night City feels incredibly detailed and immersive, with impressive lighting, reflections, and environmental design that make exploration genuinely enjoyable. Even during casual gameplay, the visual quality consistently stands out and enhances the overall experience. While Iï¿½ï¿½ï¿½m still progressing through the story, the world-building and atmosphere have already made a strong impression. If the gameplay and narrative continue at this level, I can see why the game has received much more positive feedback in recent years. Looking forward to f","['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,graphics,very good quality graphics and worth even the full price and the story being S tier and Keanu Reeves was the best actor to choose for the Silverhand but this is generally for those who like the gameplay of red dead redemption 2 but in the future but also mixed with choosing your own playstyle on how you fight and choose what to upgrade,"['graphics', 'story', 'price', 'combat', 'controls']","['graphics', 'price', 'story', 'combat']",
1.0915E+15,Cyberpunk 2077,graphics,"First played on the PS5 , loved it so much I bought it on PC too. The story is incredible and very meaningful. The best part of this game is just how immersive it is. Night City just feels so real. One of the best games ever made and my personal favourite of all time. 100/10","['story', 'graphics']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,Honestly simply my favorite game ever playing it on a good monitor really drives those graphics. I played the ps5 version when it came out and coming back to it almost 5 years later is almost like a whole new game played it twice and currently playing it a third time. If you want the ultimate visual experience this is the best game by far. The side characters are some of the best more deeply filled characters of any game I ever played and the city well the entire setting of the game feels like a character with deep emotions incredible game words cannot even describe how good this game is.,"['graphics', 'story']","['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,graphics,"VERY true to the Cyberpunk 2077 Universe. Visually unbelievable! the attention to detail is ON POINT. However, it's a little ""Visual Novel"" heavy for my taste. I won't site that as a negative though. Overall Impression: VERY POSITIVE","['graphics', 'story']","['story', 'graphics']",
1.0915E+15,Cyberpunk 2077,graphics,"how can you not like this game. I played day one on a ps4, came back for the rerelease of ps5, and finally got to play it on pc. and its been amazing every time. I can't believe people are still saying they've played this game but it was at launch and have no idea how great the game actually became the every frame is is like a work of art and ive never been so in love with a game world and setting",['graphics'],"['graphics', 'story']",
1.0915E+15,Cyberpunk 2077,graphics,"This is one of the very few games where the visuals put it over the top for me. I don't love the combat or traversal, and the writing is fine, but Night City is just so good-looking. In fact, I started the game on a less powerful rig and just couldn't get into it; I got a slightly better laptop that runs Cyberpunk on high settings with ray tracing, and now I'm hooked. Still, for such a visual game, the character animations can be pretty cringy.","['graphics', 'combat', 'story']","['graphics', 'combat']",
1.0915E+15,Cyberpunk 2077,price,Best game I played so far the dlc is 100% worth it ending is so good makes you empty there are some bugs but I dont think others will have much bugs as I do just enjoy the game price is 100% worth it worst part for me making hard choices in the game,"['story', 'price']","['story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Absolutely Amazing Game, it runs really great and looks incredibly good. The story is really immersive and has some replayability with the diffrent endings- especially with the DLC. Thats really all to say. Its worth its price, buy it!","['graphics', 'story', 'price']","['graphics', 'story', 'price']",
1.0915E+15,Cyberpunk 2077,price,"Not bad but not great. Being a video game based on a rpg I was expecting more RPG choices, but the best RPG based video game remains VtM Bloodlines. CP 2077 would have looked cooler in 3rd person too. And single player only? What's up with that? I would have understood if certain missions were solo only... but the game is based on a game you play with at least one other friend so what's up with that? The graphics are quite good. I was expecting more choices for the character looks. Cyberpunk is all about the looks! The whole theme is ""Style before substance""!!! They took a concept with limitless possibilities and made an average quality game. This game is a 6/10 at best. Worth playing but it is certainly not worth full price!","['story', 'graphics', 'price', 'controls']","['story', 'graphics', 'controls', 'price']",
